Ticker,Industry,Derived Industry,Environment score,Social score,Governance score,Percentile,Controversy,Adult entertainment - negative,Firearms,Animal welfare,Nuclear power,Alcohol,Tobacco,Gambling,Palm oil,Controversial weapons,Fur leather,Gmo,Catholic,Coal,Pesticides,Military Contract,Beta
MDGS,Medical Devices,No,,,,,,,,,,,,,,,,,,,,,1.32
MDGSW,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
MDIA,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
MDIAV,N/A,,,,,,,,,,,,,,,,,,,,,,
MDIV,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
MDJH,Real Estate Services,No,5.8,9.3,8.3,31,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
MDLZ,Confectioners,No,9.5,10.9,5.7,40,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.62
MDRR,REIT_Diversified,No,,,,,,,,,,,,,,,,,,,,,NaN
MDRX,Health Information Services,No,0.1,12.9,6.9,20,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.98
MDWD,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.52
MEDP,Diagnostics & Research,No,6.5,22.5,13.1,85,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.22
MEET,Internet Content & Information,No,2.7,13.7,9.1,38,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.89
MEIP,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.94
MELI,Internet Retail,No,1.7,11.1,7.4,21,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.69
MEOH,Chemicals,No,,,,,,,,,,,,,,,,,,,,,2.46
MERC,Paper & Paper Products,No,,,,,,,,,,,,,,,,,,,,,1.77
MESA,Airlines,No,10.2,13.4,5.7,52,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
MESO,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.69
METC,Coking Coal,No,,,,,,,,,,,,,,,,,,,,,0.91
MFIN,Credit Services,No,0.1,11.6,7.7,18,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.43
MFINL,N/A,,,,,,,,,,,,,,,,,,,,,,2.43
MFNC,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.79
MFSF,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
MGEE,Utilities_Diversified,No,10.1,9.3,6.5,40,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.45
MGEN,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.12
MGI,Credit Services,No,0.1,11.6,7.7,18,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.6
MGIC,Software_Application,No,1.4,12.7,5.2,18,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.95
MGLN,Healthcare Plans,No,,,,,,,,,,,,,,,,,,,,,1.21
MGNX,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.82
MGPI,Packaged Foods,No,11.6,14,5.9,60,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.67
MGRC,Rental & Leasing Services,No,6.7,8.9,7.4,29,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.87
MGTA,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.82
MGTX,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.52
MGYR,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.42
MHLD,Insurance_Reinsurance,No,,,,,,,,,,,,,,,,,,,,,0.85
MICT,Computer Hardware,No,3.2,10.4,6.4,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.48
MIDD,Specialty Industrial Machinery,No,9.1,15.8,8.1,65,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.64
MIK,Specialty Retail,No,58.9,53.6,59.9,62,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.71
MILN,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
MIME,Software_Infrastructure,No,1.3,11.6,7.2,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.23
MIND,Scientific & Technical Instruments,No,5.3,9.8,6.2,24,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.87
MINDP,Scientific & Technical Instruments,No,5.3,9.8,6.2,24,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.87
MINI,Rental & Leasing Services,No,6.7,8.9,7.4,29,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
MIRM,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
MIST,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
MITK,Software_Application,No,1.4,12.7,5.2,18,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.25
MITO,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
MJCO,Software_Application,No,1.4,12.7,5.2,18,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.65
MKD,Chemicals,No,,,,,,,,,,,,,,,,,,,,,NaN
MKGI,Travel Services,No,3.9,9.4,6.2,18,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.29
MKSI,Scientific & Technical Instruments,No,5.3,9.8,6.2,24,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.5
MKTX,Capital Markets,No,1.8,11.7,13.9,45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.63
MLAB,Scientific & Technical Instruments,No,5.3,9.8,6.2,24,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.37
MLCO,Resorts & Casinos,No,3.9,11.8,11.2,43,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.99
MLHR,Business Equipment & Supplies,No,,,,,,,,,,,,,,,,,,,,,1.59
MLND,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
MLNX,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
MLVF,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.83
MMAC,Mortgage Finance,No,,,,,,,,,,,,,,,,,,,,,0.69
MMLP,Oil & Gas Midstream,No,,,,,,,,,,,,,,,,,,,,,3.19
MMSI,Medical Instruments & Supplies,No,4.7,20.4,11.4,74,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.12
MMYT,Travel Services,No,3.9,9.4,6.2,18,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.13
MNCL,Shell Companies,No,,,,,,,,,,,,,,,,,,,,,NaN
MNCLU,Shell Companies,No,,,,,,,,,,,,,,,,,,,,,NaN
MNCLW,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
MNDO,Software_Application,No,1.4,12.7,5.2,18,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.65
MNKD,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.25
MNLO,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
MNOV,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.72
MNPR,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
MNRO,Auto Parts,No,6.7,10.5,7.5,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.15
MNSB,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.6
MNST,Beverages_Non-Alcoholic,No,14.2,12.3,6.7,66,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.05
MNTA,Drug Manufacturers_Specialty & Generic,No,2.5,19.1,16,76,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1.51
MNTX,Farm & Heavy Construction Machinery,No,8.2,17.3,9.6,71,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.28
MOBL,Software_Application,No,1.4,12.7,5.2,18,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.52
MOFG,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.07
MOGO,Software_Application,No,1.4,12.7,5.2,18,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
MOHO,Specialty Retail,No,58.9,53.6,59.9,62,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
MOMO,Internet Content & Information,No,2.7,13.7,9.1,38,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.64
MOR,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.17
MORF,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
MORN,Financial Data & Stock Exchanges,No,2.8,7.4,6.5,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.15
MOSY,Semiconductors,No,9.1,8.3,8.9,41,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.19
MOTS,Diagnostics & Research,No,6.5,22.5,13.1,85,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.11
MOXC,Internet Content & Information,No,2.7,13.7,9.1,38,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.73
MPAA,Auto Parts,No,6.7,10.5,7.5,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.61
MPB,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.5
MPVD,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
MPWR,Semiconductors,No,9.1,8.3,8.9,41,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.23
MRAM,Semiconductors,No,9.1,8.3,8.9,41,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.61
MRBK,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.63
MRCC,Mortgage Finance,No,,,,,,,,,,,,,,,,,,,,,1.32
MRCCL,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
MRCY,Aerospace & Defense,No,,,,,,,,,,,,,,,,,,,,,1
MREO,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.06
MRIC,N/A,,,,,,,,,,,,,,,,,,,,,,
MRIN,Software_Application,No,1.4,12.7,5.2,18,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.73
MRKR,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.01
MRLN,Credit Services,No,0.1,11.6,7.7,18,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.9
MRNA,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
MRNS,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.27
MRSN,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.79
MRTN,Trucking,No,,,,,,,,,,,,,,,,,,,,,1
MRTX,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.8
MRUS,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.78
MRVL,Semiconductors,No,5.8,8.8,7.5,27,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.06
MSBF,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
MSBI,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.11
MSEX,Utilities_Regulated Water,No,,,,,,,,,,,,,,,,,,,,,0.26
MSFT,Software_Infrastructure,No,0.4,9.9,5.2,8,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.93
MSON,Medical Devices,No,,,,,,,,,,,,,,,,,,,,,1.26
MSTR,Software_Application,No,1.4,12.7,5.2,18,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.6
MSVB,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.35
MTBC,Health Information Services,No,0.1,12.9,6.9,20,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.12
MTBCP,Health Information Services,No,0.1,12.9,6.9,20,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.12
MTC,Software_Application,No,1.4,12.7,5.2,18,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
MTCH,Internet Content & Information,No,2.7,13.7,9.1,38,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.21
MTEM,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.71
MTEX,Household & Personal Products,No,6.1,5.3,4,8,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1.14
MTLS,Software_Application,No,1.4,12.7,5.2,18,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.38
MTP,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.53
MTRX,Oil & Gas Equipment & Services,No,,,,,,,,,,,,,,,,,,,,,1.42
MTSC,Scientific & Technical Instruments,No,5.3,9.8,6.2,24,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.44
MTSI,Semiconductors,No,9.1,8.3,8.9,41,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.38
MTSL,Telecom Services,No,4.9,12.6,7.4,36,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.36
MU,Semiconductors,No,17.4,9.1,7.6,68,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
MUDS,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
MUDSU,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
MUDSW,N/A,,,,,,,,,,,,,,,,,,,,,,NaN
MVBF,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.8
MVIS,Scientific & Technical Instruments,No,5.3,9.8,6.2,24,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.17
MWK,Consumer Electronics,No,,,,,,,,,,,,,,,,,,,,,NaN
MXIM,Semiconductors,No,9.4,7.2,7.2,32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.32
MYFW,Banks_Regional,No,2.2,15.4,13.1,57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN
MYGN,Diagnostics & Research,No,6.5,22.5,13.1,85,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.28
MYL,Drug Manufacturers_Specialty & Generic,No,2.5,19.1,16,76,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1.54
MYOK,Biotechnology,No,0.1,18.9,8.1,44,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.28
MYOS,Drug Manufacturers_Specialty & Generic,No,2.5,19.1,16,76,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.96
MYRG,Engineering & Construction,No,,,,,,,,,,,,,,,,,,,,,0.79
MYSZ,Software_Application,No,1.4,12.7,5.2,18,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.65
MYT,Restaurants,No,3.3,13,5.1,24,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.86
NAII,Packaged Foods,No,11.6,14,5.9,60,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.48
NAKD,Apparel Manufacturing,No,,,,,,,,,,,,,,,,,,,,,0.94
NAOV,Medical Devices,No,,,,,,,,,,,,,,,,,,,,,0.07
NATH,Restaurants,No,3.3,13,5.1,24,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.12
NATI,Software_Application,No,1.4,12.7,5.2,18,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.04
NATR,Household & Personal Products,No,6.1,5.3,4,8,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.69
NAVI,Credit Services,No,0.1,11.6,7.7,18,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.88
NBEV,Beverages_Non-Alcoholic,No,14.2,12.3,6.7,66,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.72
